timestamp,ecg,ax,ay,az,beat
1225831.621596230,-258.5555419921875,-605.2827758789062,343.8697204589844,725.570556640625,0.0
1225831.629296608,-250.11111450195312,-600.8511352539062,350.02813720703125,717.6499633789062,0.0
1225831.636996986,-240.0,-598.77099609375,354.44757080078125,708.570068359375,0.0
1225831.644697363,-230.88888549804688,-598.0123291015625,357.2686767578125,699.14306640625,0.0
1225831.652397741,-224.55555725097656,-597.756103515625,358.6061096191406,690.0319213867188,1.0
1225831.660098119,-222.88888549804688,-597.5589599609375,358.6179504394531,681.5648803710938,0.0
1225831.667798497,-225.3333282470703,-597.0142211914062,357.8090515136719,673.9000854492188,0.0
1225831.675498875,-228.11111450195312,-596.0118408203125,356.4095458984375,667.5327758789062,0.0
1225831.683199253,-227.55555725097656,-594.6429443359375,354.677001953125,662.7479858398438,0.0
1225831.690899631,-224.44444274902344,-593.1611328125,352.9364929199219,660.0314331054688,0.0
1225831.698600009,-221.11111450195312,-591.8992309570312,351.452392578125,660.1726684570312,0.0
1225831.706300387,-218.44444274902344,-591.1456298828125,350.4891662597656,663.0755004882812,0.0
1225831.714000765,-216.44444274902344,-591.3185424804688,350.3208312988281,668.530517578125,0.0
1225831.721701142,-216.3333282470703,-592.642333984375,351.0046081542969,675.8388671875,0.0
1225831.729401520,-217.77777099609375,-595.1295776367188,352.3587951660156,683.6611328125,0.0
1225831.737101898,-218.88888549804688,-598.7803344726562,354.1671142578125,690.7713623046875,0.0
1225831.744802276,-218.55555725097656,-603.1719970703125,356.128662109375,696.3660278320312,0.0
1225831.752502654,-218.6666717529297,-607.458984375,357.9366149902344,699.920654296875,0.0
1225831.760203032,-220.6666717529297,-610.70654296875,359.37744140625,701.4254760742188,0.0
1225831.767903410,-223.55555725097656,-612.064453125,360.3011779785156,701.5465698242188,0.0
1225831.775603788,-225.77777099609375,-611.0709838867188,360.5337829589844,700.9381713867188,0.0
1225831.783304166,-227.22222900390625,-608.2072143554688,360.102783203125,700.29052734375,0.0
1225831.791004543,-228.44444274902344,-604.4883422851562,359.13800048828125,700.0706787109375,0.0
1225831.798704922,-229.0,-600.9898681640625,357.77099609375,700.24462890625,0.0
1225831.806405299,-228.44444274902344,-598.4328002929688,356.26617431640625,700.3796997070312,0.0
1225831.814105677,-226.22222900390625,-597.0392456054688,354.81121826171875,700.0738525390625,0.0
1225831.821806055,-222.77777099609375,-596.5789184570312,353.5042724609375,699.1716918945312,0.0
1225831.829506433,-219.6666717529297,-596.5862426757812,352.41455078125,697.7904052734375,0.0
1225831.837206811,-219.44444274902344,-596.7727661132812,351.6141662597656,696.1943359375,0.0
1225831.844907189,-222.11111450195312,-596.9344482421875,351.13299560546875,694.5213012695312,0.0
1225831.852607567,-225.55555725097656,-596.9942016601562,350.9854431152344,692.8626098632812,0.0
1225831.860307944,-228.22222900390625,-597.0,351.1419372558594,691.2586059570312,0.0
1225831.868008323,-231.11111450195312,-597.0,351.4341735839844,689.8534545898438,0.0
1225831.875708700,-232.88888549804688,-597.0,351.7150573730469,688.8548583984375,0.0
1225831.883409078,-231.0,-597.0,351.9056091308594,688.283203125,0.0
1225831.891109456,-226.0,-597.0,351.98455810546875,688.0463256835938,0.0
1225831.898809834,-222.11111450195312,-597.0,352.0,688.0,0.0
1225831.906510212,-220.0,-597.0,352.0,688.0,0.0
1225831.914210590,-214.3333282470703,-597.0,352.0,688.0,0.0
1225831.921910968,-204.88888549804688,-597.0,352.0,688.0,0.0
1225831.929611346,-199.77777099609375,-597.0,352.0,688.0,0.0
1225831.937311724,-206.0,-597.0,352.0,688.0,0.0
1225831.945012101,-218.3333282470703,-597.0,352.0,688.0,0.0
1225831.952712479,-227.44444274902344,-597.0,352.0,688.0,0.0
1225831.960412857,-230.0,-597.0,352.0,688.0,0.0
1225831.968113235,-230.22222900390625,-597.0,352.0,688.0,0.0
1225831.975813613,-231.0,-597.0,352.0,688.0,0.0
1225831.983513991,-233.44444274902344,-597.0,352.0,688.0,0.0
1225831.991214369,-238.88888549804688,-597.0,352.0,688.0,0.0
1225831.998914747,-247.0,-597.0,352.0,688.0,0.0
1225832.006615125,-242.22222900390625,-597.0,352.0,688.0,0.0
1225832.014315502,-182.77777099609375,-597.0,352.0,688.0,0.0
1225832.022015880,-24.22222137451172,-597.0,352.0,688.0,0.0
1225832.029716258,213.0,-597.0,352.0,688.0,0.0
1225832.037416636,391.8888854980469,-597.0,352.0,688.0,0.0
1225832.045117014,347.1111145019531,-597.0,352.0,688.0,0.0
1225832.052817392,68.0,-597.0,352.0,688.0,0.0
1225832.060517770,-255.0,-597.0,352.0,688.0,0.0
1225832.068218148,-419.4444580078125,-597.0,352.0,688.0,0.0
1225832.075918525,-407.1111145019531,-597.0,352.0,688.0,0.0
1225832.083618904,-338.0,-597.0,352.0,688.0,0.0
1225832.091319281,-296.6666564941406,-597.0,352.0,688.0,0.0
1225832.099019659,-281.5555419921875,-597.0,352.0,688.0,0.0
1225832.106720037,-271.0,-597.0,352.0,688.0,0.0
1225832.114420415,-264.22222900390625,-597.0,352.0,688.0,0.0
1225832.122120793,-262.5555419921875,-597.0,352.0,688.0,0.0
1225832.129821171,-261.0,-597.0,352.0,688.0,0.0
1225832.137521549,-257.1111145019531,-597.0,352.0,688.0,0.0
1225832.145221927,-251.88888549804688,-597.0,352.0,688.0,0.0
1225832.152922305,-245.77777099609375,-597.0,352.0,688.0,0.0
1225832.160622682,-240.44444274902344,-597.0,352.0,688.0,0.0
1225832.168323060,-235.88888549804688,-597.0,352.0,688.0,0.0
1225832.176023438,-229.44444274902344,-597.0,352.0,688.0,0.0
1225832.183723816,-219.22222900390625,-597.0,352.0,688.0,0.0
1225832.191424194,-205.22222900390625,-597.0,352.0,688.0,0.0
1225832.199124572,-188.55555725097656,-597.0,352.0,688.0,0.0
1225832.206824950,-170.77777099609375,-597.0,352.0,688.0,0.0
1225832.214525328,-153.3333282470703,-597.0,352.0,688.0,0.0
1225832.222225706,-135.88888549804688,-597.0,352.0,688.0,0.0
1225832.229926083,-117.11111450195312,-597.0,352.0,688.0,0.0
1225832.237626461,-99.11111450195312,-597.0,352.0,688.0,0.0
1225832.245326839,-86.22222137451172,-597.0,352.0,688.0,0.0
1225832.253027217,-81.66666412353516,-597.0,352.0,688.0,0.0
1225832.260727595,-86.0,-597.0,352.0,688.0,0.0
1225832.268427973,-98.66666412353516,-597.0,352.0,688.0,0.0
1225832.276128351,-118.33333587646484,-597.0,352.0,688.0,0.0
1225832.283828729,-143.3333282470703,-597.0,352.0,688.0,0.0
1225832.291529107,-172.55555725097656,-597.0,352.0,688.0,0.0
1225832.299229485,-205.22222900390625,-597.0,352.0,688.0,0.0
1225832.306929862,-237.55555725097656,-597.0,352.0,688.0,0.0
1225832.314630240,-264.5555419921875,-597.0,352.0,688.0,0.0
1225832.322330618,-283.3333435058594,-597.0,352.0,688.0,0.0
1225832.330030996,-295.77777099609375,-597.0,352.0,688.0,0.0
1225832.337731374,-305.5555419921875,-597.0,352.0,688.0,0.0
1225832.345431752,-313.5555419921875,-597.0,352.0,688.0,0.0
1225832.353132130,-318.0,-597.0,352.0,688.0,0.0
1225832.360832508,-317.3333435058594,-597.0,352.0,688.0,0.0
1225832.368532886,-314.1111145019531,-597.0,352.0,688.0,0.0
1225832.376233263,-311.1111145019531,-597.0,352.0,688.0,0.0
1225832.383933641,-308.6666564941406,-597.0,352.0,688.0,0.0
1225832.391634019,-304.3333435058594,-597.0,352.0,688.0,0.0
1225832.399334397,-297.6666564941406,-597.0,352.0,688.0,0.0
1225832.407034775,-290.22222900390625,-597.0,352.0,688.0,0.0
